timestamp,test-class,test-method,time,description,result
2021-06-08 16:26:31.101,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6616,"[1] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 12:45, workload=0.10, link=http://lavaderos.com",OK
2021-06-08 16:26:37.868,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6496,"[2] recordIndex=1, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workload=1.00, link=null",OK
2021-06-08 16:26:44.69,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6567,"[3] recordIndex=2, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workload=0.44, link=http://www.sample-app.com",OK
2021-06-08 16:26:51.603,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6659,"[4] recordIndex=3, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workload=11.25, link=null",OK
2021-06-08 16:26:58.366,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPublicFinishedTasks,6498,"[5] recordIndex=4, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workload=1.34, link=null",OK
2021-06-08 16:27:13.821,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,4957,"[1] recordIndex=0, title=null, description=null, periodInitial=null, periodFinal=null, workloadInHours=null, Link=null, isPublic=false",OK
2021-06-08 16:27:19.53,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5424,"[2] recordIndex=1, title=Nigeria, description=descripcion bien, periodInitial=2021/06/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=999.10, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-08 16:27:24.941,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5156,"[3] recordIndex=2, title=Titulo correcto, description=sex, periodInitial=2021/06/30 17:50, periodFinal=2021/08/31 18:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:27:30.423,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5229,"[4] recordIndex=3, title=Tarea 6, description=hacer la comida, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=10.23, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:27:36.21,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5514,"[5] recordIndex=3, title=Tarea 7, description=Descripcion, periodInitial=2021/07/31 17:50, periodFinal=2021/05/31 18:55, workloadInHours=20.99, Link=http://www.sample-app.com/, isPublic=true",OK
2021-06-08 16:27:41.529,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5051,"[6] recordIndex=4, title=Titulo, description=ir al gym, periodInitial=2021/09/30 17:50, periodFinal=2021/10/31 18:55, workloadInHours=-3.00, Link=null, isPublic=false",OK
2021-06-08 16:27:46.925,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5123,"[7] recordIndex=5, title=Tarea 9, description=Recoger colada, periodInitial=2021/06/30 17:50, periodFinal=2021/07/30 18:56, workloadInHours=725.00, Link=sample-app.com, isPublic=false",OK
2021-06-08 16:27:52.566,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5358,"[8] recordIndex=6, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:27:58.244,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5429,"[9] recordIndex=7, title=null, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:04.448,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5950,"[10] recordIndex=8, title=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:10.038,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5321,"[11] recordIndex=9, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:15.668,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5348,"[12] recordIndex=10, title=Do exercises, description=null, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:21.788,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5867,"[13] recordIndex=11, title=Do exercises, description=Gustavo Adolfo Claudio Domínguez Bastida (February 171836 – December 221870) better known as Gustavo Adolfo Bécquer (Spanish pronunciation: [ɡusˈtaβo aˈðolfo ˈβekeɾ]) was a Spanish Romanticist poet and writer (mostly short stories) also a playwrigh literary columnist and talented in drawing. Today he is considered one of the most important figures in Spanish literature and is considered by some as the most read writer after Miguel de Cervantes.[1] He adopted the alias of Bécquer as his brother Valeriano Bé…, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:27.53,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5491,"[14] recordIndex=12, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2011/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:33.202,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5420,"[15] recordIndex=13, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2011/08/03 17:50, periodFinal=2011/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:38.824,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5340,"[16] recordIndex=14, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/08/04 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:44.494,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5418,"[17] recordIndex=15, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2022/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:50.119,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5357,"[18] recordIndex=16, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=2000.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:28:55.747,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5377,"[19] recordIndex=17, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=-1.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:29:01.471,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5443,"[20] recordIndex=18, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=1.0000000004, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:29:07.088,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5349,"[21] recordIndex=19, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.71, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:29:12.786,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5445,"[22] recordIndex=20, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-06-08 16:29:18.465,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5428,"[23] recordIndex=21, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 19:50, workloadInHours=0.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-06-08 16:29:24.158,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5439,"[24] recordIndex=22, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 20:50, workloadInHours=0.60, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-06-08 16:29:29.9,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5474,"[25] recordIndex=23, title=Testing workload, description=I have to finish developing my application, periodInitial=2021/07/30 19:50, periodFinal=2021/07/30 20:50, workloadInHours=1.01, Link=Esto deberia de ser una URL, isPublic=true",OK
2021-06-08 16:29:35.257,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5105,"[26] recordIndex=24, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=TITULO 81 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:29:44.04,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8516,"[1] recordIndex=12, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/08/03 17:50, periodFinal=2021/12/03 18:55, workloadInHours=999.59, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:29:52.447,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8145,"[2] recordIndex=13, title=Clean my car, description=I have to clean my car, periodInitial=2021/06/15 17:50, periodFinal=2021/08/31 19:55, workloadInHours=990.01, Link=null, isPublic=false",OK
2021-06-08 16:30:00.846,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8137,"[3] recordIndex=14, title=Study the math test, description=I have to study this month, periodInitial=2021/06/28 13:50, periodFinal=2021/07/28 17:55, workloadInHours=9.00, Link=http://mathExams.com, isPublic=false",OK
2021-06-08 16:30:09.613,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8489,"[4] recordIndex=15, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/07/30 17:50, periodFinal=2021/07/31 19:55, workloadInHours=0.01, Link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:30:18.034,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8161,"[5] recordIndex=16, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/06/24 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.34, Link=null, isPublic=false",OK
2021-06-08 16:30:26.47,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8176,"[6] recordIndex=17, title=Clean the car, description=I have to clean the car, periodInitial=2021/06/30 17:30, periodFinal=2021/06/30 18:30, workloadInHours=0.59, Link=http://lavaderosSevilla.com, isPublic=false",OK
2021-06-08 16:30:35.03,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8299,"[7] recordIndex=18, title=Probando manager Id, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2022/08/31 18:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:30:43.516,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8219,"[8] recordIndex=19, title=Hacer DP tarea 8, description=F, periodInitial=2021/07/31 17:50, periodFinal=2021/08/29 19:55, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:30:51.978,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8202,"[9] recordIndex=20, title=Hacer DP tarea 7, description=Tengo que terminar la entrega, periodInitial=2021/06/30 17:50, periodFinal=2021/08/11 19:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:00.427,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8188,"[10] recordIndex=21, title=Hacer la compra, description=Tengo que terminar la entrega, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=1.00, Link=null, isPublic=false",OK
2021-06-08 16:31:08.849,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8144,"[11] recordIndex=22, title=Hacer DP tarea 5, description=Tengo que terminar la entrega, periodInitial=2021/06/30 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:17.28,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8168,"[12] recordIndex=23, title=Hacer DP tarea 10, description=Tengo que terminar la entrega, periodInitial=2021/07/31 13:50, periodFinal=2021/08/15 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:25.726,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8183,"[13] recordIndex=24, title=g, description=Tengo que terminar la entrega, periodInitial=2021/07/31 13:50, periodFinal=2021/08/15 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:34.377,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8391,"[14] recordIndex=25, title=Hacer DP tarea 16, description=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, periodInitial=2021/07/31 13:50, periodFinal=2021/08/15 17:55, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:42.92,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8278,"[15] recordIndex=26, title=Probando manager Id, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 18:50, workloadInHours=1.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:51.425,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8229,"[16] recordIndex=27, title=Probando manager Id 3, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:51, workloadInHours=0.01, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:31:59.812,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8130,"[17] recordIndex=28, title=Probando manager Id 4, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 18:51, workloadInHours=1.01, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:08.253,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8179,"[18] recordIndex=29, title=Probando manager Id 5, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:50, periodFinal=2021/09/30 17:50, workloadInHours=0.00, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:16.823,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8304,"[19] recordIndex=30, title=Probando manager Id 6, description=Tengo que ir a comprar tomates, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:25.328,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8226,"[20] recordIndex=31, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=TITULO 80 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:33.882,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8290,"[21] recordIndex=32, title=AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA, description=TITULO 79 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:42.398,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8236,"[22] recordIndex=33, title=A, description=TITULO 1 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:32:50.945,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8269,"[23] recordIndex=34, title=AA, description=TITULO 2 LETRAS, periodInitial=2021/09/30 17:00, periodFinal=2021/09/30 17:59, workloadInHours=0.59, Link=http://www.sample-app.com/, isPublic=false",OK
2021-06-08 16:33:07.646,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6605,"[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workloadInHours=1.00, Link=null",OK
2021-06-08 16:33:14.524,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6626,"[2] recordIndex=1, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workloadInHours=11.25, Link=null",OK
2021-06-08 16:33:21.351,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6560,"[3] recordIndex=2, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 12:45, workloadInHours=0.10, Link=http://lavaderos.com",OK
2021-06-08 16:33:28.102,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6483,"[4] recordIndex=3, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=1.34, Link=null",OK
2021-06-08 16:33:34.901,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6547,"[5] recordIndex=4, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=8.59, Link=http://www.sample-app.com",OK
2021-06-08 16:33:41.608,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6453,"[6] recordIndex=5, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=1.15, Link=http://supermarketOnline.com",OK
2021-06-08 16:33:48.31,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6450,"[7] recordIndex=6, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, Link=http://www.sample-app.com",OK
2021-06-08 16:33:55.342,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6720,"[8] recordIndex=7, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/31 17:50, periodFinal=2021/08/11 19:55, workloadInHours=8.59, Link=null",OK
2021-06-08 16:34:02.217,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6623,"[9] recordIndex=8, title=Study the math test, description=I have to study this month, periodInitial=2021/07/28 13:50, periodFinal=2021/08/28 17:55, workloadInHours=9.00, Link=http://mathExams.com",OK
2021-06-08 16:34:09.032,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6561,"[10] recordIndex=9, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/31 17:50, periodFinal=2021/08/29 19:55, workloadInHours=0.24, Link=http://www.sample-app.com",OK
2021-06-08 16:34:15.947,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6663,"[11] recordIndex=10, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/03/31 19:50, periodFinal=2021/08/30 17:55, workloadInHours=1.34, Link=null",OK
2021-06-08 16:34:22.685,acme.testing.manager.task.ManagerTaskListTest,taskShowServiceTest,6487,"[12] recordIndex=11, title=Clean the car, description=I have to clean the car, periodInitial=2021/03/31 17:50, periodFinal=2021/08/31 18:55, workloadInHours=0.14, Link=http://lavaderosSevilla.com",OK
2021-06-08 16:34:37.095,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksNegativeManager,3755,"[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:34:41.057,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksNegativeWorker,3708,"[1] recordIndex=0, title=Do exercises, description=I have to finish the dp delivery, periodInitial=2021/03/31 17:50, periodFinal=2021/03/31 18:55, workloadInHours=0.44, link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:34:48.471,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7149,"[1] recordIndex=0, title=Clean my house, description=I have to clean my house, periodInitial=2021/02/01 12:30, periodFinal=2021/02/01 13:30, workloadInHours=1.00, link=null, isPublic=true",OK
2021-06-08 16:34:55.914,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7191,"[2] recordIndex=0, title=Study the math exam, description=I have to study the math exam, periodInitial=2021/02/11 12:30, periodFinal=2021/02/28 12:30, workloadInHours=11.25, link=null, isPublic=true",OK
2021-06-08 16:35:03.422,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7238,"[3] recordIndex=0, title=Clean my car, description=I have to clean my car, periodInitial=2021/03/01 12:30, periodFinal=2021/03/01 12:45, workloadInHours=0.10, link=http://lavaderos.com, isPublic=true",OK
2021-06-08 16:35:10.884,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7202,"[4] recordIndex=0, title=Go to the doctor, description=I have to go to the doctor, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=1.34, link=null, isPublic=true",OK
2021-06-08 16:35:18.397,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7247,"[5] recordIndex=0, title=Developing my application, description=I have to finish developing my application, periodInitial=2021/03/01 12:30, periodFinal=2021/04/06 13:30, workloadInHours=8.59, link=http://www.sample-app.com, isPublic=true",OK
2021-06-08 16:35:25.891,acme.testing.manager.task.ManagerTaskDeleteTest,deleteTasksPositive,7229,"[6] recordIndex=0, title=Buy vegetables, description=I have to go to the supermarket, periodInitial=2021/07/07 00:00, periodFinal=2021/07/08 00:00, workloadInHours=1.15, link=http://supermarketOnline.com, isPublic=true",OK
